City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
337,pyhajarvi,67.0701,27.2176,273.39,94,91,2.87,FI,1682425413
338,qulsary,46.9531,54.0198,299.03,17,100,12.57,KZ,1682425414
339,ordubad,38.9059,46.0234,294.02,45,37,1.69,AZ,1682425414
340,tamanrasset,22.785,5.5228,303.1,9,0,2.06,DZ,1682425414
341,saguenay,48.4168,-71.0657,278.2,83,75,5.14,CA,1682425116
342,sakaiminato,35.55,133.2333,284.14,100,75,2.06,JP,1682425414
343,nizhneangarsk,55.7833,109.55,269.4,73,95,1.87,RU,1682425414
344,waspan,14.7419,-83.9717,295.07,90,52,1.38,NI,1682425415
345,hermanus,-34.4187,19.2345,294.15,68,33,2.24,ZA,1682425415
346,el bayadh,33.6832,1.0193,297.06,19,0,4.47,DZ,1682425415
347,torghay,49.6339,63.4981,295.36,24,63,3.14,KZ,1682425415
348,toliara,-23.35,43.6667,299.03,61,23,8.37,MG,1682425415
349,fortaleza,-3.7227,-38.5247,302.71,74,75,5.66,BR,1682425147
350,isangel,-19.55,169.2667,298.21,88,20,0.0,VU,1682425415
351,ambilobe,-13.2,49.05,303.65,68,23,3.41,MG,1682425416
352,claiborne,32.516,-92.1918,285.16,76,100,2.06,US,1682425416
353,ciudad acuna,29.3232,-100.9522,291.31,88,100,5.66,MX,1682425416
354,kincardine,56.0667,-3.7167,283.86,46,40,1.87,GB,1682425416
355,uttarkashi,30.7333,78.45,295.41,42,85,0.93,IN,1682425416
356,balqash,46.8481,74.995,292.48,20,0,6.0,KZ,1682425416
357,key largo,25.0865,-80.4473,297.58,70,11,4.83,US,1682425143
358,galveston,29.3669,-94.9669,291.51,84,35,5.17,US,1682425416
359,kirishi,59.4471,32.0205,292.86,30,51,4.78,RU,1682425417
360,ihosy,-22.4,46.1167,299.99,34,2,2.3,MG,1682425417
361,joypur hat,25.0943,89.0217,306.01,29,47,0.85,BD,1682425417
362,san juan de miraflores,-12.1629,-76.9635,295.47,87,91,1.44,PE,1682425417
